Knot;Braid length;HOMFLY homology;Elapsed time;Bigint
13_1705;15;t^6q^{-4}a^{-4} + 3t^5q^{-2}a^{-4} + 2t^5q^{-6}a^{-2} + 4t^4a^{-4} + 8t^4q^{-4}a^{-2} + t^4q^{-8} + 3t^3q^2a^{-4} + 17t^3q^{-2}a^{-2} + 5t^3q^{-6} + t^2q^4a^{-4} + 22t^2a^{-2} + 16t^2q^{-4} + 17tq^2a^{-2} + 30tq^{-2} + 3tq^{-6}a^2 + 8q^4a^{-2} + 38 + 11q^{-4}a^2 + 2t^{-1}q^6a^{-2} + 30t^{-1}q^2 + 24t^{-1}q^{-2}a^2 + 16t^{-2}q^4 + 29t^{-2}a^2 + 3t^{-2}q^{-4}a^4 + 5t^{-3}q^6 + 24t^{-3}q^2a^2 + 7t^{-3}q^{-2}a^4 + t^{-4}q^8 + 11t^{-4}q^4a^2 + 11t^{-4}a^4 + 3t^{-5}q^6a^2 + 7t^{-5}q^2a^4 + t^{-5}q^{-2}a^6 + 3t^{-6}q^4a^4 + t^{-6}a^6 + t^{-7}q^2a^6;44:34.04;False
13_1708;15;t^6q^{-4}a^{-4} + 3t^5q^{-2}a^{-4} + 2t^5q^{-6}a^{-2} + 5t^4a^{-4} + 8t^4q^{-4}a^{-2} + t^4q^{-8} + 3t^3q^2a^{-4} + 18t^3q^{-2}a^{-2} + 5t^3q^{-6} + t^2q^4a^{-4} + 22t^2a^{-2} + 16t^2q^{-4} + 18tq^2a^{-2} + 29tq^{-2} + 3tq^{-6}a^2 + 8q^4a^{-2} + 38 + 10q^{-4}a^2 + 2t^{-1}q^6a^{-2} + 29t^{-1}q^2 + 23t^{-1}q^{-2}a^2 + 16t^{-2}q^4 + 27t^{-2}a^2 + 3t^{-2}q^{-4}a^4 + 5t^{-3}q^6 + 23t^{-3}q^2a^2 + 6t^{-3}q^{-2}a^4 + t^{-4}q^8 + 10t^{-4}q^4a^2 + 10t^{-4}a^4 + 3t^{-5}q^6a^2 + 6t^{-5}q^2a^4 + t^{-5}q^{-2}a^6 + 3t^{-6}q^4a^4 + t^{-6}a^6 + t^{-7}q^2a^6;44:52.12;False
13_1713;15;t^6q^{-4}a^{-4} + 3t^5q^{-2}a^{-4} + 2t^5q^{-6}a^{-2} + 5t^4a^{-4} + 8t^4q^{-4}a^{-2} + t^4q^{-8} + 3t^3q^2a^{-4} + 19t^3q^{-2}a^{-2} + 5t^3q^{-6} + t^2q^4a^{-4} + 25t^2a^{-2} + 17t^2q^{-4} + 19tq^2a^{-2} + 35tq^{-2} + 3tq^{-6}a^2 + 8q^4a^{-2} + 44 + 13q^{-4}a^2 + 2t^{-1}q^6a^{-2} + 35t^{-1}q^2 + 28t^{-1}q^{-2}a^2 + 17t^{-2}q^4 + 37t^{-2}a^2 + 3t^{-2}q^{-4}a^4 + 5t^{-3}q^6 + 28t^{-3}q^2a^2 + 10t^{-3}q^{-2}a^4 + t^{-4}q^8 + 13t^{-4}q^4a^2 + 14t^{-4}a^4 + 3t^{-5}q^6a^2 + 10t^{-5}q^2a^4 + t^{-5}q^{-2}a^6 + 3t^{-6}q^4a^4 + 2t^{-6}a^6 + t^{-7}q^2a^6;9:23:04;True
13_1716;15;t^5q^{-4}a^{-2} + 4t^4q^{-2}a^{-2} + 2t^4q^{-6} + 5t^3a^{-2} + 10t^3q^{-4} + t^3q^{-8}a^2 + 4t^2q^2a^{-2} + 20t^2q^{-2} + 6t^2q^{-6}a^2 + tq^4a^{-2} + 25t + 18tq^{-4}a^2 + 20q^2 + 34q^{-2}a^2 + 3q^{-6}a^4 + 10t^{-1}q^4 + 41t^{-1}a^2 + 12t^{-1}q^{-4}a^4 + 2t^{-2}q^6 + 34t^{-2}q^2a^2 + 25t^{-2}q^{-2}a^4 + 18t^{-3}q^4a^2 + 31t^{-3}a^4 + 3t^{-3}q^{-4}a^6 + 6t^{-4}q^6a^2 + 25t^{-4}q^2a^4 + 7t^{-4}q^{-2}a^6 + t^{-5}q^8a^2 + 12t^{-5}q^4a^4 + 10t^{-5}a^6 + 3t^{-6}q^6a^4 + 7t^{-6}q^2a^6 + t^{-6}q^{-2}a^8 + 3t^{-7}q^4a^6 + t^{-7}a^8 + t^{-8}q^2a^8;4:59:26;True
13_1718;14;t^2q^{-6}a^4 + tq^{-4}a^4 + tq^{-8}a^6 + 3q^{-2}a^4 + 4q^{-6}a^6 + 2t^{-1}a^4 + 9t^{-1}q^{-4}a^6 + 2t^{-1}q^{-8}a^8 + 3t^{-2}q^2a^4 + 13t^{-2}q^{-2}a^6 + 6t^{-2}q^{-6}a^8 + t^{-3}q^4a^4 + 16t^{-3}a^6 + 14t^{-3}q^{-4}a^8 + t^{-4}q^6a^4 + 13t^{-4}q^2a^6 + 19t^{-4}q^{-2}a^8 + 3t^{-4}q^{-6}a^{10} + 9t^{-5}q^4a^6 + 23t^{-5}a^8 + 6t^{-5}q^{-4}a^{10} + 4t^{-6}q^6a^6 + 19t^{-6}q^2a^8 + 12t^{-6}q^{-2}a^{10} + t^{-7}q^8a^6 + 14t^{-7}q^4a^8 + 12t^{-7}a^{10} + t^{-7}q^{-4}a^{12} + 6t^{-8}q^6a^8 + 12t^{-8}q^2a^{10} + t^{-8}q^{-2}a^{12} + 2t^{-9}q^8a^8 + 6t^{-9}q^4a^{10} + 2t^{-9}a^{12} + 3t^{-10}q^6a^{10} + t^{-10}q^2a^{12} + t^{-11}q^4a^{12};1:33.54;False
13_1723;15;t^6q^{-4}a^{-4} + 3t^5q^{-2}a^{-4} + 2t^5q^{-6}a^{-2} + 5t^4a^{-4} + 8t^4q^{-4}a^{-2} + t^4q^{-8} + 3t^3q^2a^{-4} + 19t^3q^{-2}a^{-2} + 5t^3q^{-6} + t^2q^4a^{-4} + 24t^2a^{-2} + 17t^2q^{-4} + 19tq^2a^{-2} + 32tq^{-2} + 3tq^{-6}a^2 + 8q^4a^{-2} + 41 + 11q^{-4}a^2 + 2t^{-1}q^6a^{-2} + 32t^{-1}q^2 + 25t^{-1}q^{-2}a^2 + 17t^{-2}q^4 + 31t^{-2}a^2 + 3t^{-2}q^{-4}a^4 + 5t^{-3}q^6 + 25t^{-3}q^2a^2 + 7t^{-3}q^{-2}a^4 + t^{-4}q^8 + 11t^{-4}q^4a^2 + 11t^{-4}a^4 + 3t^{-5}q^6a^2 + 7t^{-5}q^2a^4 + t^{-5}q^{-2}a^6 + 3t^{-6}q^4a^4 + t^{-6}a^6 + t^{-7}q^2a^6;45:49.89;False
13_1727;14;t^5q^{-4}a^{-2} + 2t^4q^{-2}a^{-2} + 2t^4q^{-6} + 3t^3a^{-2} + 6t^3q^{-4} + t^3q^{-8}a^2 + 2t^2q^2a^{-2} + 14t^2q^{-2} + 5t^2q^{-6}a^2 + tq^4a^{-2} + 16t + 16tq^{-4}a^2 + tq^{-8}a^4 + 14q^2 + 27q^{-2}a^2 + 5q^{-6}a^4 + 6t^{-1}q^4 + 34t^{-1}a^2 + 13t^{-1}q^{-4}a^4 + 2t^{-2}q^6 + 27t^{-2}q^2a^2 + 25t^{-2}q^{-2}a^4 + t^{-2}q^{-6}a^6 + 16t^{-3}q^4a^2 + 29t^{-3}a^4 + 4t^{-3}q^{-4}a^6 + 5t^{-4}q^6a^2 + 25t^{-4}q^2a^4 + 8t^{-4}q^{-2}a^6 + t^{-5}q^8a^2 + 13t^{-5}q^4a^4 + 11t^{-5}a^6 + 5t^{-6}q^6a^4 + 8t^{-6}q^2a^6 + t^{-7}q^8a^4 + 4t^{-7}q^4a^6 + t^{-8}q^6a^6;1:29:17;True
13_1729;13;t^6q^{-8}a^{-2} + 3t^5q^{-6}a^{-2} + t^5q^{-10} + 6t^4q^{-4}a^{-2} + 3t^4q^{-8} + 9t^3q^{-2}a^{-2} + 8t^3q^{-6} + 10t^2a^{-2} + 15t^2q^{-4} + 2t^2q^{-8}a^2 + 9tq^2a^{-2} + 21tq^{-2} + 6tq^{-6}a^2 + 6q^4a^{-2} + 25 + 12q^{-4}a^2 + 3t^{-1}q^6a^{-2} + 21t^{-1}q^2 + 18t^{-1}q^{-2}a^2 + t^{-1}q^{-6}a^4 + t^{-2}q^8a^{-2} + 15t^{-2}q^4 + 20t^{-2}a^2 + 3t^{-2}q^{-4}a^4 + 8t^{-3}q^6 + 18t^{-3}q^2a^2 + 5t^{-3}q^{-2}a^4 + 3t^{-4}q^8 + 12t^{-4}q^4a^2 + 6t^{-4}a^4 + t^{-5}q^{10} + 6t^{-5}q^6a^2 + 5t^{-5}q^2a^4 + 2t^{-6}q^8a^2 + 3t^{-6}q^4a^4 + t^{-7}q^6a^4;14:32.03;True
13_1730;13;t^6q^{-6}a^{-2} + 3t^5q^{-4}a^{-2} + 2t^5q^{-8} + 4t^4q^{-2}a^{-2} + 6t^4q^{-6} + t^4q^{-10}a^2 + 5t^3a^{-2} + 11t^3q^{-4} + 3t^3q^{-8}a^2 + 4t^2q^2a^{-2} + 16t^2q^{-2} + 8t^2q^{-6}a^2 + 3tq^4a^{-2} + 16t + 14tq^{-4}a^2 + tq^{-8}a^4 + q^6a^{-2} + 16q^2 + 19q^{-2}a^2 + 3q^{-6}a^4 + 11t^{-1}q^4 + 21t^{-1}a^2 + 6t^{-1}q^{-4}a^4 + 6t^{-2}q^6 + 19t^{-2}q^2a^2 + 8t^{-2}q^{-2}a^4 + 2t^{-3}q^8 + 14t^{-3}q^4a^2 + 9t^{-3}a^4 + 8t^{-4}q^6a^2 + 8t^{-4}q^2a^4 + 3t^{-5}q^8a^2 + 6t^{-5}q^4a^4 + t^{-6}q^{10}a^2 + 3t^{-6}q^6a^4 + t^{-7}q^8a^4;1:56.40;False
13_1731;13;t^6q^{-8}a^{-2} + 4t^5q^{-6}a^{-2} + t^5q^{-10} + 8t^4q^{-4}a^{-2} + 4t^4q^{-8} + 13t^3q^{-2}a^{-2} + 10t^3q^{-6} + 14t^2a^{-2} + 21t^2q^{-4} + 2t^2q^{-8}a^2 + 13tq^2a^{-2} + 29tq^{-2} + 8tq^{-6}a^2 + 8q^4a^{-2} + 35 + 16q^{-4}a^2 + 4t^{-1}q^6a^{-2} + 29t^{-1}q^2 + 25t^{-1}q^{-2}a^2 + t^{-1}q^{-6}a^4 + t^{-2}q^8a^{-2} + 21t^{-2}q^4 + 28t^{-2}a^2 + 4t^{-2}q^{-4}a^4 + 10t^{-3}q^6 + 25t^{-3}q^2a^2 + 7t^{-3}q^{-2}a^4 + 4t^{-4}q^8 + 16t^{-4}q^4a^2 + 8t^{-4}a^4 + t^{-5}q^{10} + 8t^{-5}q^6a^2 + 7t^{-5}q^2a^4 + 2t^{-6}q^8a^2 + 4t^{-6}q^4a^4 + t^{-7}q^6a^4;17:28.43;True
13_1732;13;t^4q^{-8}a^2 + 3t^3q^{-6}a^2 + t^3q^{-10}a^4 + 7t^2q^{-4}a^2 + 3t^2q^{-8}a^4 + 9tq^{-2}a^2 + 9tq^{-6}a^4 + 11a^2 + 16q^{-4}a^4 + 2q^{-8}a^6 + 9t^{-1}q^2a^2 + 23t^{-1}q^{-2}a^4 + 6t^{-1}q^{-6}a^6 + 7t^{-2}q^4a^2 + 25t^{-2}a^4 + 13t^{-2}q^{-4}a^6 + 3t^{-3}q^6a^2 + 23t^{-3}q^2a^4 + 19t^{-3}q^{-2}a^6 + t^{-3}q^{-6}a^8 + t^{-4}q^8a^2 + 16t^{-4}q^4a^4 + 21t^{-4}a^6 + 3t^{-4}q^{-4}a^8 + 9t^{-5}q^6a^4 + 19t^{-5}q^2a^6 + 5t^{-5}q^{-2}a^8 + 3t^{-6}q^8a^4 + 13t^{-6}q^4a^6 + 6t^{-6}a^8 + t^{-7}q^{10}a^4 + 6t^{-7}q^6a^6 + 5t^{-7}q^2a^8 + 2t^{-8}q^8a^6 + 3t^{-8}q^4a^8 + t^{-9}q^6a^8;6:37.74;True
13_1733;13;t^5q^{-8} + 3t^4q^{-6} + t^4q^{-10}a^2 + 7t^3q^{-4} + 3t^3q^{-8}a^2 + 10t^2q^{-2} + 9t^2q^{-6}a^2 + 12t + 16tq^{-4}a^2 + 2tq^{-8}a^4 + 10q^2 + 25q^{-2}a^2 + 6q^{-6}a^4 + 7t^{-1}q^4 + 27t^{-1}a^2 + 13t^{-1}q^{-4}a^4 + 3t^{-2}q^6 + 25t^{-2}q^2a^2 + 20t^{-2}q^{-2}a^4 + t^{-2}q^{-6}a^6 + t^{-3}q^8 + 16t^{-3}q^4a^2 + 23t^{-3}a^4 + 3t^{-3}q^{-4}a^6 + 9t^{-4}q^6a^2 + 20t^{-4}q^2a^4 + 5t^{-4}q^{-2}a^6 + 3t^{-5}q^8a^2 + 13t^{-5}q^4a^4 + 7t^{-5}a^6 + t^{-6}q^{10}a^2 + 6t^{-6}q^6a^4 + 5t^{-6}q^2a^6 + 2t^{-7}q^8a^4 + 3t^{-7}q^4a^6 + t^{-8}q^6a^6;1:21.02;False
13_1734;13;t^6q^{-8}a^{-2} + 4t^5q^{-6}a^{-2} + t^5q^{-10} + 9t^4q^{-4}a^{-2} + 4t^4q^{-8} + 14t^3q^{-2}a^{-2} + 11t^3q^{-6} + 16t^2a^{-2} + 22t^2q^{-4} + 2t^2q^{-8}a^2 + 14tq^2a^{-2} + 32tq^{-2} + 8tq^{-6}a^2 + 9q^4a^{-2} + 37 + 17q^{-4}a^2 + 4t^{-1}q^6a^{-2} + 32t^{-1}q^2 + 26t^{-1}q^{-2}a^2 + t^{-1}q^{-6}a^4 + t^{-2}q^8a^{-2} + 22t^{-2}q^4 + 30t^{-2}a^2 + 4t^{-2}q^{-4}a^4 + 11t^{-3}q^6 + 26t^{-3}q^2a^2 + 7t^{-3}q^{-2}a^4 + 4t^{-4}q^8 + 17t^{-4}q^4a^2 + 8t^{-4}a^4 + t^{-5}q^{10} + 8t^{-5}q^6a^2 + 7t^{-5}q^2a^4 + 2t^{-6}q^8a^2 + 4t^{-6}q^4a^4 + t^{-7}q^6a^4;18:17.11;True
13_1735;13;t^6q^{-6}a^{-2} + 3t^5q^{-4}a^{-2} + 2t^5q^{-8} + 4t^4q^{-2}a^{-2} + 7t^4q^{-6} + t^4q^{-10}a^2 + 5t^3a^{-2} + 12t^3q^{-4} + 4t^3q^{-8}a^2 + 4t^2q^2a^{-2} + 18t^2q^{-2} + 9t^2q^{-6}a^2 + 3tq^4a^{-2} + 18t + 17tq^{-4}a^2 + tq^{-8}a^4 + q^6a^{-2} + 18q^2 + 22q^{-2}a^2 + 4q^{-6}a^4 + 12t^{-1}q^4 + 25t^{-1}a^2 + 7t^{-1}q^{-4}a^4 + 7t^{-2}q^6 + 22t^{-2}q^2a^2 + 10t^{-2}q^{-2}a^4 + 2t^{-3}q^8 + 17t^{-3}q^4a^2 + 11t^{-3}a^4 + 9t^{-4}q^6a^2 + 10t^{-4}q^2a^4 + 4t^{-5}q^8a^2 + 7t^{-5}q^4a^4 + t^{-6}q^{10}a^2 + 4t^{-6}q^6a^4 + t^{-7}q^8a^4;23:22.42;True
13_1736;13;t^5q^{-8} + 4t^4q^{-6} + t^4q^{-10}a^2 + 8t^3q^{-4} + 4t^3q^{-8}a^2 + 12t^2q^{-2} + 10t^2q^{-6}a^2 + 13t + 19tq^{-4}a^2 + 2tq^{-8}a^4 + 12q^2 + 26q^{-2}a^2 + 7q^{-6}a^4 + 8t^{-1}q^4 + 30t^{-1}a^2 + 13t^{-1}q^{-4}a^4 + 4t^{-2}q^6 + 26t^{-2}q^2a^2 + 21t^{-2}q^{-2}a^4 + t^{-2}q^{-6}a^6 + t^{-3}q^8 + 19t^{-3}q^4a^2 + 22t^{-3}a^4 + 3t^{-3}q^{-4}a^6 + 10t^{-4}q^6a^2 + 21t^{-4}q^2a^4 + 4t^{-4}q^{-2}a^6 + 4t^{-5}q^8a^2 + 13t^{-5}q^4a^4 + 6t^{-5}a^6 + t^{-6}q^{10}a^2 + 7t^{-6}q^6a^4 + 4t^{-6}q^2a^6 + 2t^{-7}q^8a^4 + 3t^{-7}q^4a^6 + t^{-8}q^6a^6;13:46.43;True
13_1737;15;error;error;error
13_1738;13;t^6q^{-8}a^{-2} + 5t^5q^{-6}a^{-2} + t^5q^{-10} + 11t^4q^{-4}a^{-2} + 5t^4q^{-8} + 17t^3q^{-2}a^{-2} + 13t^3q^{-6} + 20t^2a^{-2} + 26t^2q^{-4} + 2t^2q^{-8}a^2 + 17tq^2a^{-2} + 37tq^{-2} + 9tq^{-6}a^2 + 11q^4a^{-2} + 43 + 18q^{-4}a^2 + 5t^{-1}q^6a^{-2} + 37t^{-1}q^2 + 29t^{-1}q^{-2}a^2 + t^{-1}q^{-6}a^4 + t^{-2}q^8a^{-2} + 26t^{-2}q^4 + 32t^{-2}a^2 + 4t^{-2}q^{-4}a^4 + 13t^{-3}q^6 + 29t^{-3}q^2a^2 + 6t^{-3}q^{-2}a^4 + 5t^{-4}q^8 + 18t^{-4}q^4a^2 + 8t^{-4}a^4 + t^{-5}q^{10} + 9t^{-5}q^6a^2 + 6t^{-5}q^2a^4 + 2t^{-6}q^8a^2 + 4t^{-6}q^4a^4 + t^{-7}q^6a^4;31:15.08;True
13_1739;13;t^6q^{-4}a^{-4} + 4t^5q^{-2}a^{-4} + 2t^5q^{-6}a^{-2} + 6t^4a^{-4} + 8t^4q^{-4}a^{-2} + t^4q^{-8} + 4t^3q^2a^{-4} + 18t^3q^{-2}a^{-2} + 4t^3q^{-6} + t^2q^4a^{-4} + 24t^2a^{-2} + 15t^2q^{-4} + 18tq^2a^{-2} + 30tq^{-2} + 3tq^{-6}a^2 + 8q^4a^{-2} + 39 + 10q^{-4}a^2 + 2t^{-1}q^6a^{-2} + 30t^{-1}q^2 + 24t^{-1}q^{-2}a^2 + 15t^{-2}q^4 + 30t^{-2}a^2 + 3t^{-2}q^{-4}a^4 + 4t^{-3}q^6 + 24t^{-3}q^2a^2 + 8t^{-3}q^{-2}a^4 + t^{-4}q^8 + 10t^{-4}q^4a^2 + 12t^{-4}a^4 + 3t^{-5}q^6a^2 + 8t^{-5}q^2a^4 + t^{-5}q^{-2}a^6 + 3t^{-6}q^4a^4 + 2t^{-6}a^6 + t^{-7}q^2a^6;0:51.23;False
13_1740;13;t^4q^{-6}a^2 + 2t^3q^{-8}a^4 + 2t^2q^{-2}a^2 + 2t^2q^{-6}a^4 + t^2q^{-10}a^6 + 5tq^{-4}a^4 + 2tq^{-8}a^6 + 2q^2a^2 + 3q^{-2}a^4 + 5q^{-6}a^6 + 6t^{-1}a^4 + 5t^{-1}q^{-4}a^6 + t^{-1}q^{-8}a^8 + t^{-2}q^6a^2 + 3t^{-2}q^2a^4 + 7t^{-2}q^{-2}a^6 + 2t^{-2}q^{-6}a^8 + 5t^{-3}q^4a^4 + 6t^{-3}a^6 + 3t^{-3}q^{-4}a^8 + 2t^{-4}q^6a^4 + 7t^{-4}q^2a^6 + 3t^{-4}q^{-2}a^8 + 2t^{-5}q^8a^4 + 5t^{-5}q^4a^6 + 3t^{-5}a^8 + 5t^{-6}q^6a^6 + 3t^{-6}q^2a^8 + 2t^{-7}q^8a^6 + 3t^{-7}q^4a^8 + t^{-8}q^{10}a^6 + 2t^{-8}q^6a^8 + t^{-9}q^8a^8;0:57.30;False
13_1741;14;t^4q^{-4} + 2t^3q^{-6}a^2 + t^2 + 3t^2q^{-4}a^2 + t^2q^{-8}a^4 + 4tq^{-2}a^2 + 4tq^{-6}a^4 + q^4 + 3a^2 + 7q^{-4}a^4 + q^{-8}a^6 + 4t^{-1}q^2a^2 + 8t^{-1}q^{-2}a^4 + 3t^{-1}q^{-6}a^6 + 3t^{-2}q^4a^2 + 8t^{-2}a^4 + 6t^{-2}q^{-4}a^6 + 2t^{-3}q^6a^2 + 8t^{-3}q^2a^4 + 7t^{-3}q^{-2}a^6 + t^{-3}q^{-6}a^8 + 7t^{-4}q^4a^4 + 7t^{-4}a^6 + 2t^{-4}q^{-4}a^8 + 4t^{-5}q^6a^4 + 7t^{-5}q^2a^6 + 2t^{-5}q^{-2}a^8 + t^{-6}q^8a^4 + 6t^{-6}q^4a^6 + 2t^{-6}a^8 + 3t^{-7}q^6a^6 + 2t^{-7}q^2a^8 + t^{-8}q^8a^6 + 2t^{-8}q^4a^8 + t^{-9}q^6a^8;1:00:40;True
13_1742;13;t^6q^{-6}a^{-2} + 2t^5q^{-4}a^{-2} + 2t^5q^{-8} + 4t^4q^{-2}a^{-2} + 5t^4q^{-6} + t^4q^{-10}a^2 + 3t^3a^{-2} + 11t^3q^{-4} + 3t^3q^{-8}a^2 + 4t^2q^2a^{-2} + 13t^2q^{-2} + 8t^2q^{-6}a^2 + 2tq^4a^{-2} + 16t + 13tq^{-4}a^2 + tq^{-8}a^4 + q^6a^{-2} + 13q^2 + 19q^{-2}a^2 + 3q^{-6}a^4 + 11t^{-1}q^4 + 19t^{-1}a^2 + 6t^{-1}q^{-4}a^4 + 5t^{-2}q^6 + 19t^{-2}q^2a^2 + 8t^{-2}q^{-2}a^4 + 2t^{-3}q^8 + 13t^{-3}q^4a^2 + 9t^{-3}a^4 + 8t^{-4}q^6a^2 + 8t^{-4}q^2a^4 + 3t^{-5}q^8a^2 + 6t^{-5}q^4a^4 + t^{-6}q^{10}a^2 + 3t^{-6}q^6a^4 + t^{-7}q^8a^4;2:12.43;False
13_1743;14;t^5q^{-6}a^{-2} + 3t^4q^{-4}a^{-2} + t^4q^{-8} + 5t^3q^{-2}a^{-2} + 4t^3q^{-6} + 6t^2a^{-2} + 10t^2q^{-4} + t^2q^{-8}a^2 + 5tq^2a^{-2} + 15tq^{-2} + 5tq^{-6}a^2 + 3q^4a^{-2} + 18 + 11q^{-4}a^2 + t^{-1}q^6a^{-2} + 15t^{-1}q^2 + 18t^{-1}q^{-2}a^2 + 2t^{-1}q^{-6}a^4 + 10t^{-2}q^4 + 20t^{-2}a^2 + 6t^{-2}q^{-4}a^4 + 4t^{-3}q^6 + 18t^{-3}q^2a^2 + 9t^{-3}q^{-2}a^4 + t^{-4}q^8 + 11t^{-4}q^4a^2 + 11t^{-4}a^4 + t^{-4}q^{-4}a^6 + 5t^{-5}q^6a^2 + 9t^{-5}q^2a^4 + 2t^{-5}q^{-2}a^6 + t^{-6}q^8a^2 + 6t^{-6}q^4a^4 + 2t^{-6}a^6 + 2t^{-7}q^6a^4 + 2t^{-7}q^2a^6 + t^{-8}q^4a^6;5:39.52;False
13_1747;13;t^5q^{-8} + 3t^4q^{-6} + t^4q^{-10}a^2 + 6t^3q^{-4} + 3t^3q^{-8}a^2 + 8t^2q^{-2} + 8t^2q^{-6}a^2 + 9t + 13tq^{-4}a^2 + 2tq^{-8}a^4 + 8q^2 + 19q^{-2}a^2 + 5q^{-6}a^4 + 6t^{-1}q^4 + 20t^{-1}a^2 + 10t^{-1}q^{-4}a^4 + 3t^{-2}q^6 + 19t^{-2}q^2a^2 + 14t^{-2}q^{-2}a^4 + t^{-2}q^{-6}a^6 + t^{-3}q^8 + 13t^{-3}q^4a^2 + 16t^{-3}a^4 + 2t^{-3}q^{-4}a^6 + 8t^{-4}q^6a^2 + 14t^{-4}q^2a^4 + 3t^{-4}q^{-2}a^6 + 3t^{-5}q^8a^2 + 10t^{-5}q^4a^4 + 4t^{-5}a^6 + t^{-6}q^{10}a^2 + 5t^{-6}q^6a^4 + 3t^{-6}q^2a^6 + 2t^{-7}q^8a^4 + 2t^{-7}q^4a^6 + t^{-8}q^6a^6;1:19.38;False
13_1748;14;t^5q^{-6}a^{-2} + 4t^4q^{-4}a^{-2} + t^4q^{-8} + 8t^3q^{-2}a^{-2} + 5t^3q^{-6} + 10t^2a^{-2} + 13t^2q^{-4} + t^2q^{-8}a^2 + 8tq^2a^{-2} + 23tq^{-2} + 5tq^{-6}a^2 + 4q^4a^{-2} + 27 + 15q^{-4}a^2 + t^{-1}q^6a^{-2} + 23t^{-1}q^2 + 24t^{-1}q^{-2}a^2 + 2t^{-1}q^{-6}a^4 + 13t^{-2}q^4 + 31t^{-2}a^2 + 6t^{-2}q^{-4}a^4 + 5t^{-3}q^6 + 24t^{-3}q^2a^2 + 13t^{-3}q^{-2}a^4 + t^{-4}q^8 + 15t^{-4}q^4a^2 + 14t^{-4}a^4 + t^{-4}q^{-4}a^6 + 5t^{-5}q^6a^2 + 13t^{-5}q^2a^4 + 2t^{-5}q^{-2}a^6 + t^{-6}q^8a^2 + 6t^{-6}q^4a^4 + 3t^{-6}a^6 + 2t^{-7}q^6a^4 + 2t^{-7}q^2a^6 + t^{-8}q^4a^6;53:54.37;True
13_1749;14;t^3q^{-6}a^2 + 3t^2q^{-4}a^2 + t^2q^{-8}a^4 + 5tq^{-2}a^2 + 4tq^{-6}a^4 + 6a^2 + 11q^{-4}a^4 + q^{-8}a^6 + 5t^{-1}q^2a^2 + 16t^{-1}q^{-2}a^4 + 5t^{-1}q^{-6}a^6 + 3t^{-2}q^4a^2 + 19t^{-2}a^4 + 12t^{-2}q^{-4}a^6 + t^{-3}q^6a^2 + 16t^{-3}q^2a^4 + 20t^{-3}q^{-2}a^6 + 2t^{-3}q^{-6}a^8 + 11t^{-4}q^4a^4 + 22t^{-4}a^6 + 6t^{-4}q^{-4}a^8 + 4t^{-5}q^6a^4 + 20t^{-5}q^2a^6 + 10t^{-5}q^{-2}a^8 + t^{-6}q^8a^4 + 12t^{-6}q^4a^6 + 12t^{-6}a^8 + t^{-6}q^{-4}a^{10} + 5t^{-7}q^6a^6 + 10t^{-7}q^2a^8 + 2t^{-7}q^{-2}a^{10} + t^{-8}q^8a^6 + 6t^{-8}q^4a^8 + 2t^{-8}a^{10} + 2t^{-9}q^6a^8 + 2t^{-9}q^2a^{10} + t^{-10}q^4a^{10};2:13.56;False
13_1750;15;t^6q^{-4}a^{-4} + 3t^5q^{-2}a^{-4} + 2t^5q^{-6}a^{-2} + 4t^4a^{-4} + 7t^4q^{-4}a^{-2} + t^4q^{-8} + 3t^3q^2a^{-4} + 15t^3q^{-2}a^{-2} + 4t^3q^{-6} + t^2q^4a^{-4} + 20t^2a^{-2} + 14t^2q^{-4} + 15tq^2a^{-2} + 27tq^{-2} + 3tq^{-6}a^2 + 7q^4a^{-2} + 35 + 10q^{-4}a^2 + 2t^{-1}q^6a^{-2} + 27t^{-1}q^2 + 23t^{-1}q^{-2}a^2 + 14t^{-2}q^4 + 28t^{-2}a^2 + 3t^{-2}q^{-4}a^4 + 4t^{-3}q^6 + 23t^{-3}q^2a^2 + 8t^{-3}q^{-2}a^4 + t^{-4}q^8 + 10t^{-4}q^4a^2 + 12t^{-4}a^4 + 3t^{-5}q^6a^2 + 8t^{-5}q^2a^4 + t^{-5}q^{-2}a^6 + 3t^{-6}q^4a^4 + 2t^{-6}a^6 + t^{-7}q^2a^6;9:43:54;True
