Knot;Braid length;HOMFLY homology;Elapsed time;Bigint
12_891;13;t^3q^{-6}a^2 + 4t^2q^{-4}a^2 + t^2q^{-8}a^4 + 6tq^{-2}a^2 + 5tq^{-6}a^4 + 8a^2 + 11q^{-4}a^4 + q^{-8}a^6 + 6t^{-1}q^2a^2 + 18t^{-1}q^{-2}a^4 + 4t^{-1}q^{-6}a^6 + 4t^{-2}q^4a^2 + 20t^{-2}a^4 + 11t^{-2}q^{-4}a^6 + t^{-3}q^6a^2 + 18t^{-3}q^2a^4 + 17t^{-3}q^{-2}a^6 + t^{-3}q^{-6}a^8 + 11t^{-4}q^4a^4 + 20t^{-4}a^6 + 3t^{-4}q^{-4}a^8 + 5t^{-5}q^6a^4 + 17t^{-5}q^2a^6 + 6t^{-5}q^{-2}a^8 + t^{-6}q^8a^4 + 11t^{-6}q^4a^6 + 7t^{-6}a^8 + 4t^{-7}q^6a^6 + 6t^{-7}q^2a^8 + t^{-8}q^8a^6 + 3t^{-8}q^4a^8 + t^{-9}q^6a^8;1:00.54;False
12_893;14;t^6q^{-4}a^{-4} + 3t^5q^{-2}a^{-4} + 2t^5q^{-6}a^{-2} + 5t^4a^{-4} + 8t^4q^{-4}a^{-2} + t^4q^{-8} + 3t^3q^2a^{-4} + 18t^3q^{-2}a^{-2} + 5t^3q^{-6} + t^2q^4a^{-4} + 22t^2a^{-2} + 15t^2q^{-4} + 18tq^2a^{-2} + 27tq^{-2} + 2tq^{-6}a^2 + 8q^4a^{-2} + 34 + 8q^{-4}a^2 + 2t^{-1}q^6a^{-2} + 27t^{-1}q^2 + 17t^{-1}q^{-2}a^2 + 15t^{-2}q^4 + 22t^{-2}a^2 + t^{-2}q^{-4}a^4 + 5t^{-3}q^6 + 17t^{-3}q^2a^2 + 3t^{-3}q^{-2}a^4 + t^{-4}q^8 + 8t^{-4}q^4a^2 + 4t^{-4}a^4 + 2t^{-5}q^6a^2 + 3t^{-5}q^2a^4 + t^{-6}q^4a^4;1:56:14;True
12_894;13;t^5q^{-6}a^{-2} + 4t^4q^{-4}a^{-2} + t^4q^{-8} + 7t^3q^{-2}a^{-2} + 5t^3q^{-6} + 9t^2a^{-2} + 12t^2q^{-4} + t^2q^{-8}a^2 + 7tq^2a^{-2} + 21tq^{-2} + 5tq^{-6}a^2 + 4q^4a^{-2} + 24 + 13q^{-4}a^2 + t^{-1}q^6a^{-2} + 21t^{-1}q^2 + 20t^{-1}q^{-2}a^2 + t^{-1}q^{-6}a^4 + 12t^{-2}q^4 + 25t^{-2}a^2 + 4t^{-2}q^{-4}a^4 + 5t^{-3}q^6 + 20t^{-3}q^2a^2 + 8t^{-3}q^{-2}a^4 + t^{-4}q^8 + 13t^{-4}q^4a^2 + 9t^{-4}a^4 + 5t^{-5}q^6a^2 + 8t^{-5}q^2a^4 + t^{-6}q^8a^2 + 4t^{-6}q^4a^4 + t^{-7}q^6a^4;20:20.45;True
12_895;13;t^4q^{-6} + 3t^3q^{-4} + t^3q^{-8}a^2 + 7t^2q^{-2} + 4t^2q^{-6}a^2 + 9t + 11tq^{-4}a^2 + tq^{-8}a^4 + 7q^2 + 19q^{-2}a^2 + 4q^{-6}a^4 + 3t^{-1}q^4 + 23t^{-1}a^2 + 10t^{-1}q^{-4}a^4 + t^{-2}q^6 + 19t^{-2}q^2a^2 + 19t^{-2}q^{-2}a^4 + t^{-2}q^{-6}a^6 + 11t^{-3}q^4a^2 + 22t^{-3}a^4 + 3t^{-3}q^{-4}a^6 + 4t^{-4}q^6a^2 + 19t^{-4}q^2a^4 + 6t^{-4}q^{-2}a^6 + t^{-5}q^8a^2 + 10t^{-5}q^4a^4 + 9t^{-5}a^6 + 4t^{-6}q^6a^4 + 6t^{-6}q^2a^6 + t^{-7}q^8a^4 + 3t^{-7}q^4a^6 + t^{-8}q^6a^6;1:24.45;False
12_896;13;t^6q^{-6}a^{-4} + 3t^5q^{-4}a^{-4} + t^5q^{-8}a^{-2} + 5t^4q^{-2}a^{-4} + 4t^4q^{-6}a^{-2} + 6t^3a^{-4} + 10t^3q^{-4}a^{-2} + t^3q^{-8} + 5t^2q^2a^{-4} + 14t^2q^{-2}a^{-2} + 5t^2q^{-6} + 3tq^4a^{-4} + 17ta^{-2} + 9tq^{-4} + q^6a^{-4} + 14q^2a^{-2} + 16q^{-2} + q^{-6}a^2 + 10t^{-1}q^4a^{-2} + 15t^{-1} + 4t^{-1}q^{-4}a^2 + 4t^{-2}q^6a^{-2} + 16t^{-2}q^2 + 5t^{-2}q^{-2}a^2 + t^{-3}q^8a^{-2} + 9t^{-3}q^4 + 7t^{-3}a^2 + 5t^{-4}q^6 + 5t^{-4}q^2a^2 + t^{-5}q^8 + 4t^{-5}q^4a^2 + t^{-6}q^6a^2;21:58.56;True
12_897;14;t^6q^{-4}a^{-4} + 3t^5q^{-2}a^{-4} + t^5q^{-6}a^{-2} + 4t^4a^{-4} + 5t^4q^{-4}a^{-2} + 3t^3q^2a^{-4} + 12t^3q^{-2}a^{-2} + 2t^3q^{-6} + t^2q^4a^{-4} + 15t^2a^{-2} + 9t^2q^{-4} + 12tq^2a^{-2} + 18tq^{-2} + tq^{-6}a^2 + 5q^4a^{-2} + 24 + 6q^{-4}a^2 + t^{-1}q^6a^{-2} + 18t^{-1}q^2 + 13t^{-1}q^{-2}a^2 + 9t^{-2}q^4 + 17t^{-2}a^2 + t^{-2}q^{-4}a^4 + 2t^{-3}q^6 + 13t^{-3}q^2a^2 + 4t^{-3}q^{-2}a^4 + 6t^{-4}q^4a^2 + 5t^{-4}a^4 + t^{-5}q^6a^2 + 4t^{-5}q^2a^4 + t^{-6}q^4a^4;2:18:45;True
12_898;12;t^5q^{-8} + 2t^4q^{-6} + t^4q^{-10}a^2 + 6t^3q^{-4} + 2t^3q^{-8}a^2 + 7t^2q^{-2} + 7t^2q^{-6}a^2 + 9t + 9tq^{-4}a^2 + tq^{-8}a^4 + 7q^2 + 16q^{-2}a^2 + 2q^{-6}a^4 + 6t^{-1}q^4 + 14t^{-1}a^2 + 6t^{-1}q^{-4}a^4 + 2t^{-2}q^6 + 16t^{-2}q^2a^2 + 7t^{-2}q^{-2}a^4 + t^{-3}q^8 + 9t^{-3}q^4a^2 + 10t^{-3}a^4 + 7t^{-4}q^6a^2 + 7t^{-4}q^2a^4 + 2t^{-5}q^8a^2 + 6t^{-5}q^4a^4 + t^{-6}q^{10}a^2 + 2t^{-6}q^6a^4 + t^{-7}q^8a^4;4:23.36;True
12_899;13;t^7q^{-6}a^{-4} + 2t^6q^{-4}a^{-4} + t^6q^{-8}a^{-2} + 5t^5q^{-2}a^{-4} + 3t^5q^{-6}a^{-2} + 5t^4a^{-4} + 8t^4q^{-4}a^{-2} + t^4q^{-8} + 5t^3q^2a^{-4} + 12t^3q^{-2}a^{-2} + 3t^3q^{-6} + 2t^2q^4a^{-4} + 16t^2a^{-2} + 8t^2q^{-4} + tq^6a^{-4} + 12tq^2a^{-2} + 13tq^{-2} + tq^{-6}a^2 + 8q^4a^{-2} + 16 + 2q^{-4}a^2 + 3t^{-1}q^6a^{-2} + 13t^{-1}q^2 + 5t^{-1}q^{-2}a^2 + t^{-2}q^8a^{-2} + 8t^{-2}q^4 + 6t^{-2}a^2 + 3t^{-3}q^6 + 5t^{-3}q^2a^2 + t^{-4}q^8 + 2t^{-4}q^4a^2 + t^{-5}q^6a^2;21:41.18;True
12_901;14;t^5q^{-4}a^{-2} + 2t^4q^{-2}a^{-2} + 2t^4q^{-6} + 2t^3a^{-2} + 7t^3q^{-4} + t^3q^{-8}a^2 + 2t^2q^2a^{-2} + 11t^2q^{-2} + 5t^2q^{-6}a^2 + tq^4a^{-2} + 14t + 11tq^{-4}a^2 + 11q^2 + 20q^{-2}a^2 + 2q^{-6}a^4 + 7t^{-1}q^4 + 21t^{-1}a^2 + 7t^{-1}q^{-4}a^4 + 2t^{-2}q^6 + 20t^{-2}q^2a^2 + 12t^{-2}q^{-2}a^4 + 11t^{-3}q^4a^2 + 15t^{-3}a^4 + t^{-3}q^{-4}a^6 + 5t^{-4}q^6a^2 + 12t^{-4}q^2a^4 + 2t^{-4}q^{-2}a^6 + t^{-5}q^8a^2 + 7t^{-5}q^4a^4 + 3t^{-5}a^6 + 2t^{-6}q^6a^4 + 2t^{-6}q^2a^6 + t^{-7}q^4a^6;6:35.99;False
12_904;13;t^8q^{-6}a^{-6} + 3t^7q^{-4}a^{-6} + t^7q^{-8}a^{-4} + 4t^6q^{-2}a^{-6} + 4t^6q^{-6}a^{-4} + 6t^5a^{-6} + 8t^5q^{-4}a^{-4} + t^5q^{-8}a^{-2} + 4t^4q^2a^{-6} + 14t^4q^{-2}a^{-4} + 4t^4q^{-6}a^{-2} + 3t^3q^4a^{-6} + 14t^3a^{-4} + 9t^3q^{-4}a^{-2} + t^2q^6a^{-6} + 14t^2q^2a^{-4} + 13t^2q^{-2}a^{-2} + t^2q^{-6} + 8tq^4a^{-4} + 16ta^{-2} + 3tq^{-4} + 4q^6a^{-4} + 13q^2a^{-2} + 5q^{-2} + t^{-1}q^8a^{-4} + 9t^{-1}q^4a^{-2} + 5t^{-1} + 4t^{-2}q^6a^{-2} + 5t^{-2}q^2 + t^{-3}q^8a^{-2} + 3t^{-3}q^4 + t^{-4}q^6;11:50.41;True
12_906;14;t^6q^{-4}a^{-4} + 2t^5q^{-2}a^{-4} + 2t^5q^{-6}a^{-2} + 4t^4a^{-4} + 6t^4q^{-4}a^{-2} + t^4q^{-8} + 2t^3q^2a^{-4} + 14t^3q^{-2}a^{-2} + 4t^3q^{-6} + t^2q^4a^{-4} + 17t^2a^{-2} + 12t^2q^{-4} + 14tq^2a^{-2} + 21tq^{-2} + 2tq^{-6}a^2 + 6q^4a^{-2} + 27 + 6q^{-4}a^2 + 2t^{-1}q^6a^{-2} + 21t^{-1}q^2 + 14t^{-1}q^{-2}a^2 + 12t^{-2}q^4 + 17t^{-2}a^2 + t^{-2}q^{-4}a^4 + 4t^{-3}q^6 + 14t^{-3}q^2a^2 + 2t^{-3}q^{-2}a^4 + t^{-4}q^8 + 6t^{-4}q^4a^2 + 4t^{-4}a^4 + 2t^{-5}q^6a^2 + 2t^{-5}q^2a^4 + t^{-6}q^4a^4;3:01:58;True
12_907;13;t^3q^{-6}a^2 + 4t^2q^{-4}a^2 + t^2q^{-8}a^4 + 6tq^{-2}a^2 + 5tq^{-6}a^4 + 7a^2 + 11q^{-4}a^4 + q^{-8}a^6 + 6t^{-1}q^2a^2 + 17t^{-1}q^{-2}a^4 + 4t^{-1}q^{-6}a^6 + 4t^{-2}q^4a^2 + 19t^{-2}a^4 + 11t^{-2}q^{-4}a^6 + t^{-3}q^6a^2 + 17t^{-3}q^2a^4 + 16t^{-3}q^{-2}a^6 + t^{-3}q^{-6}a^8 + 11t^{-4}q^4a^4 + 19t^{-4}a^6 + 3t^{-4}q^{-4}a^8 + 5t^{-5}q^6a^4 + 16t^{-5}q^2a^6 + 6t^{-5}q^{-2}a^8 + t^{-6}q^8a^4 + 11t^{-6}q^4a^6 + 6t^{-6}a^8 + 4t^{-7}q^6a^6 + 6t^{-7}q^2a^8 + t^{-8}q^8a^6 + 3t^{-8}q^4a^8 + t^{-9}q^6a^8;0:55.12;False
12_909;12;t^8q^{-8}a^{-6} + 2t^7q^{-6}a^{-6} + t^7q^{-10}a^{-4} + 4t^6q^{-4}a^{-6} + 2t^6q^{-8}a^{-4} + 4t^5q^{-2}a^{-6} + 5t^5q^{-6}a^{-4} + 5t^4a^{-6} + 6t^4q^{-4}a^{-4} + t^4q^{-8}a^{-2} + 4t^3q^2a^{-6} + 9t^3q^{-2}a^{-4} + 2t^3q^{-6}a^{-2} + 4t^2q^4a^{-6} + 7t^2a^{-4} + 4t^2q^{-4}a^{-2} + 2tq^6a^{-6} + 9tq^2a^{-4} + 3tq^{-2}a^{-2} + q^8a^{-6} + 6q^4a^{-4} + 5a^{-2} + 5t^{-1}q^6a^{-4} + 3t^{-1}q^2a^{-2} + 2t^{-2}q^8a^{-4} + 4t^{-2}q^4a^{-2} + t^{-3}q^{10}a^{-4} + 2t^{-3}q^6a^{-2} + t^{-4}q^8a^{-2};0:22.17;False
12_910;13;t^8q^{-6}a^{-6} + 2t^7q^{-4}a^{-6} + t^7q^{-8}a^{-4} + 4t^6q^{-2}a^{-6} + 3t^6q^{-6}a^{-4} + 4t^5a^{-6} + 8t^5q^{-4}a^{-4} + t^5q^{-8}a^{-2} + 4t^4q^2a^{-6} + 12t^4q^{-2}a^{-4} + 4t^4q^{-6}a^{-2} + 2t^3q^4a^{-6} + 15t^3a^{-4} + 9t^3q^{-4}a^{-2} + t^2q^6a^{-6} + 12t^2q^2a^{-4} + 14t^2q^{-2}a^{-2} + t^2q^{-6} + 8tq^4a^{-4} + 16ta^{-2} + 3tq^{-4} + 3q^6a^{-4} + 14q^2a^{-2} + 6q^{-2} + t^{-1}q^8a^{-4} + 9t^{-1}q^4a^{-2} + 6t^{-1} + 4t^{-2}q^6a^{-2} + 6t^{-2}q^2 + t^{-3}q^8a^{-2} + 3t^{-3}q^4 + t^{-4}q^6;9:34.17;True
12_911;13;t^4q^{-6} + 2t^3q^{-4} + t^3q^{-8}a^2 + 5t^2q^{-2} + 3t^2q^{-6}a^2 + 4t + 9tq^{-4}a^2 + tq^{-8}a^4 + 5q^2 + 13q^{-2}a^2 + 4q^{-6}a^4 + 2t^{-1}q^4 + 17t^{-1}a^2 + 9t^{-1}q^{-4}a^4 + t^{-2}q^6 + 13t^{-2}q^2a^2 + 15t^{-2}q^{-2}a^4 + t^{-2}q^{-6}a^6 + 9t^{-3}q^4a^2 + 17t^{-3}a^4 + 3t^{-3}q^{-4}a^6 + 3t^{-4}q^6a^2 + 15t^{-4}q^2a^4 + 6t^{-4}q^{-2}a^6 + t^{-5}q^8a^2 + 9t^{-5}q^4a^4 + 7t^{-5}a^6 + 4t^{-6}q^6a^4 + 6t^{-6}q^2a^6 + t^{-7}q^8a^4 + 3t^{-7}q^4a^6 + t^{-8}q^6a^6;1:17.51;False
12_912;14;t^8q^{-4}a^{-6} + 2t^7q^{-2}a^{-6} + t^7q^{-6}a^{-4} + 3t^6a^{-6} + 3t^6q^{-4}a^{-4} + 2t^5q^2a^{-6} + 6t^5q^{-2}a^{-4} + t^5q^{-6}a^{-2} + t^4q^4a^{-6} + 8t^4a^{-4} + 4t^4q^{-4}a^{-2} + 6t^3q^2a^{-4} + 9t^3q^{-2}a^{-2} + t^3q^{-6} + 3t^2q^4a^{-4} + 11t^2a^{-2} + 3t^2q^{-4} + tq^6a^{-4} + 9tq^2a^{-2} + 7tq^{-2} + 4q^4a^{-2} + 9 + q^{-4}a^2 + t^{-1}q^6a^{-2} + 7t^{-1}q^2 + 2t^{-1}q^{-2}a^2 + 3t^{-2}q^4 + 4t^{-2}a^2 + t^{-3}q^6 + 2t^{-3}q^2a^2 + t^{-4}q^4a^2;5:39.13;False
12_913;14;t^6q^{-6}a^{-4} + 3t^5q^{-4}a^{-4} + t^5q^{-8}a^{-2} + 7t^4q^{-2}a^{-4} + 3t^4q^{-6}a^{-2} + 9t^3a^{-4} + 10t^3q^{-4}a^{-2} + 7t^2q^2a^{-4} + 17t^2q^{-2}a^{-2} + 3t^2q^{-6} + 3tq^4a^{-4} + 21ta^{-2} + 8tq^{-4} + q^6a^{-4} + 17q^2a^{-2} + 17q^{-2} + 10t^{-1}q^4a^{-2} + 19t^{-1} + 3t^{-1}q^{-4}a^2 + 3t^{-2}q^6a^{-2} + 17t^{-2}q^2 + 6t^{-2}q^{-2}a^2 + t^{-3}q^8a^{-2} + 8t^{-3}q^4 + 9t^{-3}a^2 + 3t^{-4}q^6 + 6t^{-4}q^2a^2 + t^{-4}q^{-2}a^4 + 3t^{-5}q^4a^2 + t^{-5}a^4 + t^{-6}q^2a^4;3:29:29;True
12_916;12;t^5q^{-8} + 2t^4q^{-6} + t^4q^{-10}a^2 + 5t^3q^{-4} + 2t^3q^{-8}a^2 + 6t^2q^{-2} + 6t^2q^{-6}a^2 + 8t + 8tq^{-4}a^2 + tq^{-8}a^4 + 6q^2 + 14q^{-2}a^2 + 2q^{-6}a^4 + 5t^{-1}q^4 + 12t^{-1}a^2 + 5t^{-1}q^{-4}a^4 + 2t^{-2}q^6 + 14t^{-2}q^2a^2 + 6t^{-2}q^{-2}a^4 + t^{-3}q^8 + 8t^{-3}q^4a^2 + 9t^{-3}a^4 + 6t^{-4}q^6a^2 + 6t^{-4}q^2a^4 + 2t^{-5}q^8a^2 + 5t^{-5}q^4a^4 + t^{-6}q^{10}a^2 + 2t^{-6}q^6a^4 + t^{-7}q^8a^4;5:32.76;True
12_917;13;t^5q^{-6}a^{-2} + 3t^4q^{-4}a^{-2} + t^4q^{-8} + 6t^3q^{-2}a^{-2} + 4t^3q^{-6} + 7t^2a^{-2} + 9t^2q^{-4} + t^2q^{-8}a^2 + 6tq^2a^{-2} + 15tq^{-2} + 3tq^{-6}a^2 + 3q^4a^{-2} + 18 + 9q^{-4}a^2 + t^{-1}q^6a^{-2} + 15t^{-1}q^2 + 13t^{-1}q^{-2}a^2 + t^{-1}q^{-6}a^4 + 9t^{-2}q^4 + 17t^{-2}a^2 + 2t^{-2}q^{-4}a^4 + 4t^{-3}q^6 + 13t^{-3}q^2a^2 + 5t^{-3}q^{-2}a^4 + t^{-4}q^8 + 9t^{-4}q^4a^2 + 5t^{-4}a^4 + 3t^{-5}q^6a^2 + 5t^{-5}q^2a^4 + t^{-6}q^8a^2 + 2t^{-6}q^4a^4 + t^{-7}q^6a^4;18:31.37;True
12_918;14;t^5q^{-4}a^{-2} + 2t^4q^{-2}a^{-2} + 2t^4q^{-6} + 2t^3a^{-2} + 7t^3q^{-4} + t^3q^{-8}a^2 + 2t^2q^2a^{-2} + 12t^2q^{-2} + 5t^2q^{-6}a^2 + tq^4a^{-2} + 15t + 12tq^{-4}a^2 + 12q^2 + 22q^{-2}a^2 + 2q^{-6}a^4 + 7t^{-1}q^4 + 24t^{-1}a^2 + 8t^{-1}q^{-4}a^4 + 2t^{-2}q^6 + 22t^{-2}q^2a^2 + 14t^{-2}q^{-2}a^4 + 12t^{-3}q^4a^2 + 18t^{-3}a^4 + t^{-3}q^{-4}a^6 + 5t^{-4}q^6a^2 + 14t^{-4}q^2a^4 + 3t^{-4}q^{-2}a^6 + t^{-5}q^8a^2 + 8t^{-5}q^4a^4 + 4t^{-5}a^6 + 2t^{-6}q^6a^4 + 3t^{-6}q^2a^6 + t^{-7}q^4a^6;6:54.08;False
12_919;15;t^5q^{-2}a^{-4} + 2t^4a^{-4} + 2t^4q^{-4}a^{-2} + t^3q^2a^{-4} + 7t^3q^{-2}a^{-2} + t^3q^{-6} + 10t^2a^{-2} + 6t^2q^{-4} + 7tq^2a^{-2} + 15tq^{-2} + tq^{-6}a^2 + 2q^4a^{-2} + 20 + 6q^{-4}a^2 + 15t^{-1}q^2 + 14t^{-1}q^{-2}a^2 + 6t^{-2}q^4 + 20t^{-2}a^2 + 2t^{-2}q^{-4}a^4 + t^{-3}q^6 + 14t^{-3}q^2a^2 + 7t^{-3}q^{-2}a^4 + 6t^{-4}q^4a^2 + 9t^{-4}a^4 + t^{-5}q^6a^2 + 7t^{-5}q^2a^4 + t^{-5}q^{-2}a^6 + 2t^{-6}q^4a^4 + 2t^{-6}a^6 + t^{-7}q^2a^6;45:18.04;False
12_920;12;t^8q^{-8}a^{-6} + 2t^7q^{-6}a^{-6} + t^7q^{-10}a^{-4} + 4t^6q^{-4}a^{-6} + 2t^6q^{-8}a^{-4} + 6t^5q^{-2}a^{-6} + 5t^5q^{-6}a^{-4} + 6t^4a^{-6} + 8t^4q^{-4}a^{-4} + t^4q^{-8}a^{-2} + 6t^3q^2a^{-6} + 10t^3q^{-2}a^{-4} + 2t^3q^{-6}a^{-2} + 4t^2q^4a^{-6} + 11t^2a^{-4} + 4t^2q^{-4}a^{-2} + 2tq^6a^{-6} + 10tq^2a^{-4} + 5tq^{-2}a^{-2} + q^8a^{-6} + 8q^4a^{-4} + 6a^{-2} + 5t^{-1}q^6a^{-4} + 5t^{-1}q^2a^{-2} + 2t^{-2}q^8a^{-4} + 4t^{-2}q^4a^{-2} + t^{-3}q^{10}a^{-4} + 2t^{-3}q^6a^{-2} + t^{-4}q^8a^{-2};0:24.81;False
12_921;13;t^4q^{-6} + 3t^3q^{-4} + t^3q^{-8}a^2 + 5t^2q^{-2} + 4t^2q^{-6}a^2 + 6t + 8tq^{-4}a^2 + tq^{-8}a^4 + 5q^2 + 14q^{-2}a^2 + 3q^{-6}a^4 + 3t^{-1}q^4 + 15t^{-1}a^2 + 8t^{-1}q^{-4}a^4 + t^{-2}q^6 + 14t^{-2}q^2a^2 + 12t^{-2}q^{-2}a^4 + t^{-2}q^{-6}a^6 + 8t^{-3}q^4a^2 + 15t^{-3}a^4 + 2t^{-3}q^{-4}a^6 + 4t^{-4}q^6a^2 + 12t^{-4}q^2a^4 + 4t^{-4}q^{-2}a^6 + t^{-5}q^8a^2 + 8t^{-5}q^4a^4 + 5t^{-5}a^6 + 3t^{-6}q^6a^4 + 4t^{-6}q^2a^6 + t^{-7}q^8a^4 + 2t^{-7}q^4a^6 + t^{-8}q^6a^6;8:42.19;True
12_922;13;t^4q^{-6} + 4t^3q^{-4} + t^3q^{-8}a^2 + 9t^2q^{-2} + 5t^2q^{-6}a^2 + 11t + 13tq^{-4}a^2 + tq^{-8}a^4 + 9q^2 + 23q^{-2}a^2 + 4q^{-6}a^4 + 4t^{-1}q^4 + 27t^{-1}a^2 + 12t^{-1}q^{-4}a^4 + t^{-2}q^6 + 23t^{-2}q^2a^2 + 21t^{-2}q^{-2}a^4 + t^{-2}q^{-6}a^6 + 13t^{-3}q^4a^2 + 26t^{-3}a^4 + 3t^{-3}q^{-4}a^6 + 5t^{-4}q^6a^2 + 21t^{-4}q^2a^4 + 7t^{-4}q^{-2}a^6 + t^{-5}q^8a^2 + 12t^{-5}q^4a^4 + 9t^{-5}a^6 + 4t^{-6}q^6a^4 + 7t^{-6}q^2a^6 + t^{-7}q^8a^4 + 3t^{-7}q^4a^6 + t^{-8}q^6a^6;12:01.87;True
12_923;13;t^2q^{-6}a^4 + 2tq^{-4}a^4 + tq^{-8}a^6 + 3q^{-2}a^4 + 4q^{-6}a^6 + 3t^{-1}a^4 + 6t^{-1}q^{-4}a^6 + t^{-1}q^{-8}a^8 + 3t^{-2}q^2a^4 + 10t^{-2}q^{-2}a^6 + 3t^{-2}q^{-6}a^8 + 2t^{-3}q^4a^4 + 9t^{-3}a^6 + 8t^{-3}q^{-4}a^8 + t^{-4}q^6a^4 + 10t^{-4}q^2a^6 + 8t^{-4}q^{-2}a^8 + t^{-4}q^{-6}a^{10} + 6t^{-5}q^4a^6 + 12t^{-5}a^8 + 2t^{-5}q^{-4}a^{10} + 4t^{-6}q^6a^6 + 8t^{-6}q^2a^8 + 4t^{-6}q^{-2}a^{10} + t^{-7}q^8a^6 + 8t^{-7}q^4a^8 + 3t^{-7}a^{10} + 3t^{-8}q^6a^8 + 4t^{-8}q^2a^{10} + t^{-9}q^8a^8 + 2t^{-9}q^4a^{10} + t^{-10}q^6a^{10};0:37.43;False
12_925;13;t^5q^{-6}a^{-2} + 3t^4q^{-4}a^{-2} + t^4q^{-8} + 7t^3q^{-2}a^{-2} + 4t^3q^{-6} + 9t^2a^{-2} + 11t^2q^{-4} + t^2q^{-8}a^2 + 7tq^2a^{-2} + 19tq^{-2} + 4tq^{-6}a^2 + 3q^4a^{-2} + 23 + 11q^{-4}a^2 + t^{-1}q^6a^{-2} + 19t^{-1}q^2 + 18t^{-1}q^{-2}a^2 + t^{-1}q^{-6}a^4 + 11t^{-2}q^4 + 23t^{-2}a^2 + 3t^{-2}q^{-4}a^4 + 4t^{-3}q^6 + 18t^{-3}q^2a^2 + 7t^{-3}q^{-2}a^4 + t^{-4}q^8 + 11t^{-4}q^4a^2 + 8t^{-4}a^4 + 4t^{-5}q^6a^2 + 7t^{-5}q^2a^4 + t^{-6}q^8a^2 + 3t^{-6}q^4a^4 + t^{-7}q^6a^4;22:11.48;True
12_926;13;t^8q^{-6}a^{-6} + 2t^7q^{-4}a^{-6} + t^7q^{-8}a^{-4} + 3t^6q^{-2}a^{-6} + 3t^6q^{-6}a^{-4} + 4t^5a^{-6} + 6t^5q^{-4}a^{-4} + t^5q^{-8}a^{-2} + 3t^4q^2a^{-6} + 9t^4q^{-2}a^{-4} + 3t^4q^{-6}a^{-2} + 2t^3q^4a^{-6} + 10t^3a^{-4} + 6t^3q^{-4}a^{-2} + t^2q^6a^{-6} + 9t^2q^2a^{-4} + 9t^2q^{-2}a^{-2} + t^2q^{-6} + 6tq^4a^{-4} + 10ta^{-2} + 2tq^{-4} + 3q^6a^{-4} + 9q^2a^{-2} + 3q^{-2} + t^{-1}q^8a^{-4} + 6t^{-1}q^4a^{-2} + 3t^{-1} + 3t^{-2}q^6a^{-2} + 3t^{-2}q^2 + t^{-3}q^8a^{-2} + 2t^{-3}q^4 + t^{-4}q^6;10:43.79;True
12_928;14;t^7q^{-2}a^{-6} + 2t^6a^{-6} + 3t^6q^{-4}a^{-4} + t^5q^2a^{-6} + 9t^5q^{-2}a^{-4} + 3t^5q^{-6}a^{-2} + 13t^4a^{-4} + 11t^4q^{-4}a^{-2} + t^4q^{-8} + 9t^3q^2a^{-4} + 24t^3q^{-2}a^{-2} + 4t^3q^{-6} + 3t^2q^4a^{-4} + 30t^2a^{-2} + 13t^2q^{-4} + 24tq^2a^{-2} + 25tq^{-2} + tq^{-6}a^2 + 11q^4a^{-2} + 32 + 4q^{-4}a^2 + 3t^{-1}q^6a^{-2} + 25t^{-1}q^2 + 10t^{-1}q^{-2}a^2 + 13t^{-2}q^4 + 14t^{-2}a^2 + 4t^{-3}q^6 + 10t^{-3}q^2a^2 + t^{-4}q^8 + 4t^{-4}q^4a^2 + t^{-5}q^6a^2;1:04:49;True
12_929;13;t^6q^{-6}a^{-4} + 3t^5q^{-4}a^{-4} + t^5q^{-8}a^{-2} + 6t^4q^{-2}a^{-4} + 4t^4q^{-6}a^{-2} + 7t^3a^{-4} + 10t^3q^{-4}a^{-2} + t^3q^{-8} + 6t^2q^2a^{-4} + 15t^2q^{-2}a^{-2} + 4t^2q^{-6} + 3tq^4a^{-4} + 18ta^{-2} + 9tq^{-4} + q^6a^{-4} + 15q^2a^{-2} + 15q^{-2} + q^{-6}a^2 + 10t^{-1}q^4a^{-2} + 16t^{-1} + 3t^{-1}q^{-4}a^2 + 4t^{-2}q^6a^{-2} + 15t^{-2}q^2 + 5t^{-2}q^{-2}a^2 + t^{-3}q^8a^{-2} + 9t^{-3}q^4 + 6t^{-3}a^2 + 4t^{-4}q^6 + 5t^{-4}q^2a^2 + t^{-5}q^8 + 3t^{-5}q^4a^2 + t^{-6}q^6a^2;20:30.81;True
